UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2018-07-10T16:44:43.8280+00:00,695845148,-123,681,100,14,39,18,-23,-175,403,N/A,N/A
2018-07-10T16:44:44.0800+00:00,695845399,-56,377,11,-4,31,-241,-11,-177,391,N/A,N/A
2018-07-10T16:44:44.3310+00:00,695845650,-68,468,22,59,-66,-216,28,-168,408,N/A,N/A
2018-07-10T16:44:44.5820+00:00,695845901,-8,444,58,-77,-98,40,38,-168,406,N/A,N/A
2018-07-10T16:44:44.8320+00:00,695846151,13,523,84,-46,-71,102,36,-178,398,N/A,N/A
2018-07-10T16:44:45.0020+00:00,695846321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285851,-11725752
2018-07-10T16:44:45.0840+00:00,695846402,12,546,70,33,-1,76,34,-170,404,N/A,N/A
2018-07-10T16:44:45.3330+00:00,695846651,-24,519,73,-37,28,29,26,-176,398,N/A,N/A
2018-07-10T16:44:45.5750+00:00,695846893,-18,510,88,35,59,29,26,-174,404,N/A,N/A
2018-07-10T16:44:45.8260+00:00,695847144,-21,496,79,-52,71,55,15,-177,389,N/A,N/A
2018-07-10T16:44:46.0770+00:00,695847395,-44,496,89,-49,77,43,2,-174,390,N/A,N/A
2018-07-10T16:44:46.3280+00:00,695847645,-50,510,94,-7,91,6,-6,-184,392,N/A,N/A
2018-07-10T16:44:46.5790+00:00,695847896,-21,504,61,28,84,-4,-2,-174,386,N/A,N/A
2018-07-10T16:44:46.8300+00:00,695848147,-63,508,75,-72,59,31,-7,-175,389,N/A,N/A
2018-07-10T16:44:47.0800+00:00,695848397,-62,480,97,-24,32,40,-11,-171,383,N/A,N/A
2018-07-10T16:44:47.3310+00:00,695848648,-51,523,61,43,5,59,-15,-175,385,N/A,N/A
2018-07-10T16:44:47.5830+00:00,695848899,-51,502,90,-209,-29,48,-18,-178,376,N/A,N/A
2018-07-10T16:44:47.8330+00:00,695849149,-77,533,144,-94,-18,89,-20,-178,354,N/A,N/A
